时间,姓名,内容,阅读,评论,,,,,
2021/3/9 16:43,又红又专小韭菜,韭菜们都在喊好！这股近期没希望了！只能坐地吃瓜了！,183,0,,,,,
2021/3/9 16:36,海洋一虚竹,胡说八道,193,0,,,,,
2021/3/9 16:30,珍惜强庄炒作,不要问我为什么？今天肯定拉起来！,615,7,,,,,
2021/3/9 15:55,吓不到的小散,今天早上确实是个机会。不过，价格太贵，只能少干一点,389,5,,,,,
2021/3/9 15:48,佐罗大黑马,$688696极米科技$，周一的阴线以最低价收盘，这样明天,1366,2,,,,,
2021/3/9 15:38,实时更新,只要融劵的不砸盘，风险就不大,255,1,,,,,
2021/3/9 15:35,kektttttttt,这个股是龙头,240,0,,,,,
2021/3/9 15:32,一生何求2040,可以抄底了[呲牙][呲牙][呲牙][呲牙],295,3,,,,,
2021/3/9 15:18,海洋一虚竹,它不跌100元！我姓王,276,2,,,,,
2021/3/9 15:13,wxyzzrzxg,今天冲进去抄底的几乎全军覆没！明天开始慢慢下跌！,168,0,,,,,
2021/3/9 15:02,wsxu9892,垃圾股，,194,0,,,,,
2021/3/9 14:49,MR硕,个人感觉今天吉米低吸好机会！指数进入技术熊市！寻找,597,4,,,,,
2021/3/9 14:19,豫则立不豫则亏,曾经投影仪祖宗暴风科技走到悬崖边跳了下去,392,4,,,,,
2021/3/9 13:46,梦魇股市,这么多融券，乖乖,204,0,,,,,
2021/3/9 13:26,海洋一虚竹,最难系的股票！我用10个亿能量吗？,191,0,,,,,
2021/3/9 13:21,期市低拥,都觉得极米凉了，但是告诉你们600远不是顶，一月内见8,475,2,,,,,
2021/3/9 13:12,马踏飞燕15,在中国有几家公司收取全球行业专利费的？光峰科技收取,488,4,,,,,
2021/3/9 12:45,小钢炮99,大盘差不多要见底反弹了，这时候不炒作新股，难道去解,489,1,,,,,
2021/3/9 12:32,股友jlq8N2,最高622元回调50%311元必然能看到,198,0,,,,,
2021/3/9 12:20,老牛__耕田,《明日破500元就买您》,260,1,,,,,
2021/3/9 11:58,股市风险提醒,今天大阳包阴，打暴空头创新高！,498,8,,,,,
2021/3/9 11:43,你姐夫快回来了,马上让空头崩血,221,1,,,,,
2021/3/9 11:40,六边形散户,被洗了，亏三个点走的，还能进吗,293,2,,,,,
2021/3/9 11:39,hgffxx,自从买了极米智能投影，每天看8小时,909,3,,,,,
2021/3/9 11:37,皮股民一个,卡位买入！拉涨停加油,170,0,,,,,
2021/3/9 11:13,MR硕,买入机会出现！吉米今天会再次放光芒吗？看你们实力了,180,0,,,,,
2021/3/9 11:11,福建总舵主,疯狂卖股票的不去调研一下这家公司么？那么好的公司,257,1,,,,,
2021/3/9 11:06,临池学书得玉兰,珍惜肯定是股市中的第一傻。[大笑],208,1,,,,,
2021/3/9 11:05,枪X狗庄,要是美国上市，千亿起步啊[大笑],220,0,,,,,
2021/3/9 11:02,蓝谷月,垃圾A在这股搞一个世界级的历史记录看看你就牛逼了，,161,0,,,,,
2021/3/9 10:51,巨贪饕餮,虚怀所至，片甲不留！！[鼓掌][鼓掌][大笑][大笑],240,1,,,,,
2021/3/9 10:49,你姐夫快回来了,开始翻倍之，就在今天,193,2,,,,,
2021/3/9 10:49,南风无级8367,跑吧，大盘大跌。,152,1,,,,,
2021/3/9 10:46,龘龘化雨,今天给一个百分之三十的跌幅。,149,0,,,,,
2021/3/9 10:44,证券市场红周,极米科技300亿市值高潮未平，“后浪”峰米科技未来估,2020,1,,,,,
2021/3/9 10:39,wxyzzrzxg,今天是无涨跌幅限制的最后一天！表现平平！,150,0,,,,,
2021/3/9 10:33,股友1155r226U5,有吧友说今天涨一倍=1020元，有的难，50%有可能,290,1,,,,,
2021/3/9 10:31,股友TcCKR3,真是,145,0,,,,,
2021/3/9 10:29,股友1155r226U5,全球第一的消费电子股，只有255亿市值，骗谁的筹码？,625,7,,,,,
2021/3/9 10:24,珍惜强庄炒作,上午快速洗盘然后拉起来，下午继续大阳线；做市场总龙,899,9,,,,,
2021/3/9 10:07,皮股民一个,抄底发财,212,0,,,,,
2021/3/9 9:57,一生何求2040,牛牛,187,0,,,,,
2021/3/9 9:56,落袋帅师哥,涨起来！开始反弹起来了！,182,0,,,,,
2021/3/9 9:52,guoweili,今天最高价500最低价430,206,0,,,,,
2021/3/9 9:34,枪X狗庄,今天能不能涨50%？[为什么][为什么][为什么],208,0,,,,,
2021/3/9 9:32,股友ijmNpi,468满仓,218,0,,,,,
2021/3/9 9:31,股海无涯之常胜,开始套人了,207,0,,,,,
2021/3/9 9:28,做人要厚道别挨骂,这股票今年上半年看不到1000块。,204,0,,,,,
2021/3/9 9:17,极米科技资讯,2021年第一“大肉签”最高赚近24万！还有340%的上涨空,3998,7,,,,,
2021/3/9 9:03,做好每一笔投资,长线大牛股,606,2,,,,,
2021/3/9 8:58,极米科技资讯,极米科技(688696)融资融券信息(03-08),904,3,,,,,
2021/3/9 8:52,极米科技资讯,国盛证券给予极米科技增持评级 智能投影风起 国货正当,1954,13,,,,,
2021/3/9 8:41,股友5g277Z2909,极米没有技术含量，就是个纯销售公司，不要抱太大希望,182,0,,,,,
2021/3/9 8:28,牛诸仙,买。大买。,259,1,,,,,
2021/3/9 8:13,极米科技资讯,中一签可浮盈近24万元 百度加持的极米科技真的这么牛,4735,25,,,,,
2021/3/9 7:54,历史砖家,纳斯达克暴跌了，极米科技跟着暴跌是必然的，今天开始,269,0,,,,,
2021/3/9 7:45,不谷雨,好票,336,0,,,,,
2021/3/9 6:41,马踏飞燕15,说光峰科技是全球激光显示的核心资产一点也不过份，光,554,1,,,,,
2021/3/9 6:12,我叫东方核神,新股上市涨幅太多，慢慢回家了，（发行价）,151,0,,,,,
2021/3/9 2:56,白骨精打蟑螂,看好爆发,273,0,,,,,
2021/3/9 1:08,老范股民5199,烂股,140,0,,,,,
2021/3/9 0:21,福建总舵主,天猫这个月出货量是2.5w台，一年天猫出货30w。京东至,372,1,,,,,
2021/3/9 0:19,股友iqxbxd,明天估计跌停开盘,249,5,,,,,
2021/3/8 23:51,股友S7jpyh,废了,165,0,,,,,
2021/3/8 23:45,夏日丽丝,教学投影仪市场几千亿，钟波应该关注教学投影仪市场，,181,0,,,,,
2021/3/8 23:31,股友EN3x5G,还债了,187,0,,,,,
2021/3/8 23:06,情有独角兽,极米H3S即将上市，等着收米把，三月底800元上,243,0,,,,,
2021/3/8 22:56,针尖起舞,中国爱美客：明天涨停20cm,319,2,,,,,
2021/3/8 22:43,无锚铁甲舰,和石头有质的区别,293,1,,,,,
2021/3/8 22:15,智能大屏观察网,面板价格上涨带动彩电终端涨价，智能投影市场再添利好,871,5,,,,,
2021/3/8 22:43,无锚铁甲舰,和石头有质的区别,293,1,,,,,
2021/3/8 22:18,SUNLEE,产品不可复制的核心技术是什么？如果没有，那就是一台,345,2,,,,,
2021/3/8 22:15,股市新秀无崖子,不错，周一有肉吃了[鼓掌][鼓掌][鼓掌],1062,16,,,,,
2021/3/8 22:15,优质股圆狐底,4.5亿利润，50倍估值，还是比较安全的,310,2,,,,,
2021/3/8 21:13,股友OMVi5D,极米科技股价会超茅台，中芯国际市值会超茅台,242,1,,,,,
2021/3/8 20:59,悬壶济世66,支持！,158,0,,,,,
2021/3/8 20:39,玩个毛灬,牛逼上头了，还有大杀,165,0,,,,,
2021/3/8 20:09,柯大侠1937,几个研报都是让人接盘的大忽悠大家别上当啊卖了就不再,228,0,,,,,
2021/3/8 20:05,W梦想总是要有的,一直提醒5.6亿的融券不是来送钱的，明天杀到450，后天,484,1,,,,,
2021/3/8 19:49,股友6sy9Of,抄底的肯定都是贝勒爷,182,0,,,,,
2021/3/8 19:41,才望成金得安琪拉,今天股价正好跌一百块,241,1,,,,,
2021/3/8 19:35,股友1155r226U5,东兴证券公开评级极米长期股价1600元。,437,2,,,,,
2021/3/8 19:29,小笋尖,《600元追了600股》,586,7,,,,,
2021/3/8 19:22,股友1155r226U5,企业家精神 | 钟波：要将极米科技打造成中国的苹果,1298,10,,,,,
2021/3/8 19:19,悦古东,做空动力强，明天破486,385,3,,,,,
2021/3/8 19:14,股友S7jpyh,清仓式杀跌出货，完蛋,163,0,,,,,
2021/3/8 19:11,股友1155r226U5,极米A股目前唯一能上千元的股票。如不送配唯一能超过,163,0,,,,,
2021/3/8 18:47,专拣便宜的高档货,400以下再买，忍耐加等待,223,1,,,,,
2021/3/8 17:57,牧野之声,期待复制思瑞浦的走势,890,14,,,,,
2021/3/8 17:54,股友aTDLU5,腰斩以后再说,159,0,,,,,
2021/3/8 17:23,等待突破87,我是中签的528卖的，明天开始建仓，也算做了1万多差价,219,0,,,,,
2021/3/8 17:17,巴菲特BMW,明天低开500以下，我想把 上周卖出的接回来,164,0,,,,,
2021/3/8 17:16,从巴韭特到巴菲特,融券的牛逼了爆赚,160,0,,,,,
2021/3/8 17:11,针尖起舞,极米科技：产品体验极差。大家百度下＂极米科技评价＂,309,1,,,,,
2021/3/8 17:07,走过好望角,喊上1500的呢？出来走两步？,188,0,,,,,
2021/3/8 17:00,SDinvestment,先把话放这，对付极米，根本用不了光峰亲自出马，光峰,480,3,,,,,
2021/3/8 16:55,咔咔咔咔就是赚,这种垃圾股就是下一个派能科技,290,1,,,,,
2021/3/8 16:25,小鱼黄,虽然第一天511出局，仍希望它逐级盘上,204,0,,,,,
2021/3/8 16:22,股友JlbtXT,明天看谁跑得快啦！手慢套住，哈哈。跌个百分之四十,183,0,,,,,
2021/3/8 16:19,笋子的精神,墓碑线！要死人的！明天继续暴跌，500元上是世纪顶！,248,0,,,,,
2021/3/8 16:16,永高600519,跌到300以下都有可能。高价股跌起来怕人,158,0,,,,,
2021/3/8 16:16,马踏飞燕15,要买就买激光显示龙头688007光峰科技。688007现价27.5,758,4,,,,,
2021/3/8 16:02,股友1155r226U5,明天涨个30点给你看看，哈哈哈！,282,1,,,,,
2021/3/8 15:57,天降大机会,今天上涨时购买真是噩梦，破产速成法就是追涨,465,1,,,,,
2021/3/8 15:52,大發叔,这种新股让我也中中啊,137,0,,,,,
2021/3/8 15:46,学乌龟活得久,这年头太多，没办法。。,150,0,,,,,
2021/3/8 15:45,ABC17664519998,这股最多值200，多一块也是泡沫,128,0,,,,,
2021/3/8 15:43,股市老油条一根,今天早盘有进的没有？,222,1,,,,,
2021/3/8 15:42,上海布衣,688696布依早盘集合竞价全部卖出，你也不应这样跌吧，,348,1,,,,,
2021/3/8 15:42,若问道先斩道,都说了，券商研报一出，就大跌，没人信，券商就是反向,170,0,,,,,
2021/3/8 15:36,贪生pass,极米科技能否成为下一个石头科技？,1418,8,,,,,
2021/3/8 15:36,追星族st,同志们，发财的机会到了，等会跌停吸血，明天又来个爆,366,3,,,,,
2021/3/8 15:35,旭日资本投资,明天科创板深科达上市，资金准备去搞那个了,229,0,,,,,
2021/3/8 15:33,股友nu9KS6,买买买套,105,0,,,,,
2021/3/8 15:33,股市万手姐888,吉米吉米，跌吧跌吧,113,0,,,,,
2021/3/8 15:24,wxyzzrzxg,既然非常看好极米！就加杠杆融资买入吧！祝融资客发大,343,3,,,,,
2021/3/8 15:22,域林7777,哥挂528看看，前天的收盘价,222,1,,,,,
2021/3/8 15:21,股市胖头陀,极米科技300亿市值高潮未平，“后浪”峰米科技未来上,4409,1,,,,,
2021/3/8 15:16,股友QuEsPt,不好，要跌停了！,234,2,,,,,
2021/3/8 15:07,zant2015,上午说了收盘价在500以下，不听就挨套[想一下][想一下,177,0,,,,,
2021/3/8 15:06,拾贝88888888,今天538收盘！,239,2,,,,,
2021/3/8 14:59,石瓢紫砂壶,破发行价也不值！耐心瑾慎,252,0,,,,,
2021/3/8 14:56,Double升升,没有核心技术，全靠拼装，毛利低，看到100附近,285,1,,,,,
2021/3/8 14:55,redbull123,有几个跌停呢？看吧,283,1,,,,,
2021/3/8 14:48,lyfdwer,垃圾股,151,0,,,,,
2021/3/8 14:46,股友QuEsPt,第一目标位350元，就让暴风雨来地更猛烈些吧,168,0,,,,,
2021/3/8 14:38,壹贰叁肆伍六陆,610还能回本吗,535,5,,,,,
2021/3/8 14:36,寿南股神,半个月后300来块,137,0,,,,,
2021/3/8 14:35,股友kTHmhD,上周才买，千万别跌啊，要命,294,2,,,,,
2021/3/8 14:27,你姐夫快回来了,开始飙拉，别光看，快买呀,315,2,,,,,
2021/3/8 14:08,穿山甲666,600出530进不香么？,380,1,,,,,
2021/3/8 14:00,石瓢紫砂壶,又开始下套！诱杀,182,0,,,,,
2021/3/8 13:58,天怡园,1，极米盘子，年报，现股价，市盈，涨幅，，，，，，,381,0,,,,,
2021/3/8 13:34,kv21Ajrc,高价股必跌,185,0,,,,,
2021/3/8 13:17,开心格桑花,破发行价可以买,168,0,,,,,
2021/3/8 13:12,入市即赌毁一生,破位就结束了！等下一波，要有耐心！,218,0,,,,,
2021/3/8 13:05,你姐夫快回来了,开盘飙拉，一气呵成今日暴量，打爆空头,455,2,,,,,
2021/3/8 12:49,流浪道士,护城河不高，产品没太大吸引力，小米等对手太强大,206,0,,,,,
2021/3/8 12:45,临池学书得玉兰,珍惜真牛逼又抓住沪深二市的总龙头。[大笑][大笑],244,1,,,,,
2021/3/8 12:45,空头核弹,张惠妹有首歌叫啥来着[大笑][大笑][大笑]山顶的,235,0,,,,,
2021/3/8 12:36,喜旺哥,一个月内跌破200,161,0,,,,,
2021/3/8 12:32,zant2015,100万股的融劵，起码砸到300,274,1,,,,,
2021/3/8 12:30,港投a,激光投影市场不是很广，能用激光投影的家庭不多的，,190,0,,,,,
2021/3/8 12:28,系统风口龙头,因b度x米才有600元，不到半年200见，看看就行了。,194,0,,,,,
2021/3/8 12:24,小散修仙路,这股大风险博大收益，500以下可以买点点,159,0,,,,,
2021/3/8 12:17,june1006,流通股才1000多万，主力应该拉到股价超过茅台再说,221,0,,,,,
2021/3/8 12:04,势不可挡欧耶,创维电视多高市盈率。这货就是卖投影仪的。给这么高估,176,0,,,,,
2021/3/8 11:59,前海骑行哥,加仓加仓,352,2,,,,,
2021/3/8 11:52,股友651V2358V1,估计以后的家庭不会买两台电视了，应该是一台电视，一,349,1,,,,,
2021/3/8 11:43,潜伏589,该死的融券狗，总会打爆你[怒],153,0,,,,,
2021/3/8 11:41,股友TcCKR3,搞不懂这啥比公司刚上市开什么融券,204,0,,,,,
2021/3/8 11:23,天地男,散户就是为成就人家富豪,216,0,,,,,
2021/3/8 11:22,炒股炒心态2017,忠告：年内跌到100以内！,286,2,,,,,
2021/3/8 11:19,一起发财一起奔驰,下周一，将向上熔断！不排除当天超过850元，因为大家,2066,6,,,,,
2021/3/8 11:17,股友r9zBEO,一股没有的，三精程序化交易你这种人最恶心,625,3,,,,,
2021/3/8 11:14,股友jlq8N2,100多倍PE的投影仪复制当年夏新电子VCD的老路,246,0,,,,,
2021/3/8 11:09,Bufferos,博睿董秘.请问你对你们公司股票走成僵尸股？资金出货,252,0,,,,,
2021/3/8 11:07,刀口上田血怕毛,老乡你们还好？香不香下跌趋势,178,0,,,,,
2021/3/8 11:04,股友TcCKR3,砸中,247,0,,,,,
2021/3/8 11:02,高抛低吸8龙精,研报一出！就是跌你！,190,0,,,,,
2021/3/8 11:00,W梦想总是要有的,5.6亿的融券不是送钱的，450再来。[呲牙][呲牙],177,0,,,,,
2021/3/8 10:41,wqhnsy123,一千多万虚假买盘，不是好现象。,257,0,,,,,
2021/3/8 10:35,悦古东,融券动力强，跌也赚钱,259,1,,,,,
2021/3/8 10:31,股友TcCKR3,砸中，果然融券太多不是好事,161,0,,,,,
2021/3/8 10:21,港投a,合理价位300以下，不信看3个月,170,0,,,,,
2021/3/8 10:18,股友ald,高价代表高危,205,0,,,,,
2021/3/8 10:08,股友jlq8N2,见顶了,160,0,,,,,
2021/3/8 10:02,石瓢紫砂壶,主力拉高出货危危险！！！！抛逃跑,138,0,,,,,
2021/3/8 10:01,梦牛牛2010,极米科技688696看高一线,1850,10,,,,,
2021/3/8 10:00,马踏飞燕15,选择688007光峰科技才是正确的选择！！！,246,0,,,,,
2021/3/8 9:55,宗国银河,空头被干爆,226,1,,,,,
2021/3/8 9:52,上海布衣,布依集合竞价全部卖出上周五集合竞价买入的688696,268,1,,,,,
2021/3/8 9:51,磷酸二氢钾,长虹智能激光投影仪S3设计简约有高级灰、摩卡金、高端,1045,2,,,,,
2021/3/8 9:42,风生水起好运气,太贵了！新股一手要6万，风险大于收益，现在套人，都,1011,3,,,,,
2021/3/8 9:41,股友vnwDAk,先涨到750打爆融券,241,2,,,,,
2021/3/8 9:36,实时更新,只要融劵的不砸盘，风险就不大,203,0,,,,,
2021/3/8 9:29,香精配料,又一个千元股诞生……,459,1,,,,,
2021/3/8 9:26,股友1155r226U5,记住：极米只有0.5亿股本涨到1000元也只有500亿市值，,1845,5,,,,,
2021/3/8 9:23,极米科技股友,请问贵公司是否有结合裸眼3D游戏项目的计划？,322,0,,,,,
2021/3/8 9:21,极米科技股友,建议管理层提议收购四川长虹；当下四川长虹的国资持股,393,0,,,,,
2021/3/8 9:02,啥最无聊,昨天就说了这么容易借到得券肯定不是好东西噢耶！赶紧,527,7,,,,,
2021/3/8 8:49,若问道先斩道,券商研报一出，哪个股票都逃脱不了大跌，切记，今天能,234,0,,,,,
2021/3/8 8:23,一代股神冲出江湖,极米科技，涨幅太大，后期看跌,927,3,,,,,
2021/3/8 7:55,极米科技资讯,指数低开反弹 极米科技、海泰新光等4股创历史新高,5690,9,,,,,
2021/3/8 7:42,五股宰,让我想起了暴风科技，不要停，继续舞,237,1,,,,,
2021/3/8 7:40,突然觉得好无聊,此股没有科技含量，价格居然上天,224,0,,,,,
2021/3/8 7:30,股神来看望你们,极米最大魅力在于值600亿而现在才60亿上市，所以太多,1292,11,,,,,
2021/3/8 7:22,觅牛者001,目前融券余量近100万股，占全天交易量三分之一。可以,565,6,,,,,
2021/3/8 6:35,D调a爱的选择,极米极米，一定翻倍，这两天涨这么好一人回去买一台，,176,0,,,,,
2021/3/8 5:40,柒个隆咚呛,这只票庄已经控盘，别看价位高，流通盘才1000万，总股,522,1,,,,,
2021/3/8 7:06,东方红__1688,于一米之中，也能有无限天地，市占率快速登顶全球第一,603,3,,,,,
2021/3/8 0:58,你丑你先说666,第一目标千元股？,151,0,,,,,
2021/3/8 0:49,严大鑫,死庄，拉这么高。又套一批韮菜,136,0,,,,,
2021/3/7 23:29,美丽的海岛,你们说融券90万股有根据吗，在那里能看到,928,11,,,,,
2021/3/7 23:06,股友OktMfW,看不懂,215,0,,,,,
2021/3/7 22:17,guoweili,这是一只打爆融券的股，融券那么多，股价一直涨，周一,769,3,,,,,
2021/3/7 21:35,股友1155r226U5,极米：超越国际巨头LG，市场占有率跃居全球行业第一，,1378,8,,,,,
2021/3/7 21:31,我贼强,极米科技长期看好,1160,2,,,,,
2021/3/7 20:38,啥最无聊,融券的都不敢吆喝了。彻底心凉了，等着五个亿强平变买,439,2,,,,,
2021/3/7 20:03,智云心安,炒到1000，十送九十拆股／每股十元,332,1,,,,,
2021/3/7 19:32,乐福2020_2088,百度在港交所第二次上市，发力。。。。,410,1,,,,,
2021/3/7 19:23,若问道先斩道,不下跌一半，不要进,197,1,,,,,
2021/3/7 18:54,最大私募,2000见,400,2,,,,,
2021/3/7 18:14,若问道先斩道,别被券商忽悠了，管住手，下跌一半才能进，切记,241,0,,,,,
2021/3/7 18:06,若问道先斩道,根本就没有市场，东西贵而且还不好用，返修率极高，别,188,0,,,,,
